Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",Genentech,"South San Francisco, CA",other,junior,56.6,moderate,5,0,1,0,[],Hybrid setup adds flexibility without being fully on-site. | Higher experience requirements raise the barrier to entry. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Research Analytical Scientist-Non-Targeted Analysis,RTI International,"Durham, NC",other,senior,56.5,moderate,10,0,0,0,[],"Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Senior Research Analytical Scientist-Non-Targeted Analysis,RTI International,"Durham, NC",other,senior,56.5,moderate,10,0,0,0,[],"Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist - Alpha Insights,Two Sigma,"New York, NY",data scientist,mid,56.2,moderate,5,0,0,1,['Statistics'],"Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
"Scientist, Bacteriology",Cerus Corporation,"Concord, CA",other,mid,56.1,moderate,2,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
"Scientist, Bacteriology",Cerus Corporation,"Concord, CA",other,mid,56.1,moderate,2,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
"Scientist, Bacteriology",Cerus Corporation,"Concord, CA",other,mid,56.1,moderate,2,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Research Scientist / Principal Research Scientist - Multiphysical Systems,Mitsubishi Electric Research Labs,"Cambridge, MA",research scientist,senior,56.0,moderate,0,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Science Manager,Decode_M,"New York, NY",manager,manager,55.9,moderate,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Science Manager,Decode_M,"New York, NY",manager,manager,55.9,moderate,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Science Manager,Decode_M,"New York, NY",manager,manager,55.9,moderate,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Science Manager,Decode_M,"New York, NY",manager,manager,55.9,moderate,1,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Scientist - Biomarker and Flow Cytometry,Crown Bioscience,"San Diego, CA",other,mid,55.8,moderate,3,0,0,0,[],Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Scientist - Biomarker and Flow Cytometry,Crown Bioscience,"San Diego, CA",other,mid,55.8,moderate,3,0,0,0,[],Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Scientist - Biomarker and Flow Cytometry,Crown Bioscience,"San Diego, CA",other,mid,55.8,moderate,3,0,0,0,[],Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Machine Learning Engineer (NLP),CK-12 Foundation,"Palo Alto, CA",machine learning engineer,mid,55.1,moderate,3,0,0,3,"['Python', 'AWS', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Staff Scientist,WK Dickson,"Columbia, SC",other,senior,55.1,moderate,5,0,0,1,['Statistics'],"Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer 4 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",data engineer,mid,55.1,moderate,4,0,0,2,"['AWS', 'ETL']","Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Analyst,OSI Engineering,"Newark, CA",data analyst,mid,54.8,moderate,5,0,0,3,"['Python', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Company rating is relatively strong, which can be a positive quality signal."
Data Analyst,OSI Engineering,"Newark, CA",data analyst,mid,54.8,moderate,5,0,0,3,"['Python', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Company rating is relatively strong, which can be a positive quality signal."
"Staff Machine Learning Scientist, AI Foundation","SmartNews, Inc.","San Francisco, CA",other,senior,54.7,moderate,6,0,0,2,"['Python', 'Machine Learning']",Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
"Staff Machine Learning Scientist, AI Foundation","SmartNews, Inc.","San Francisco, CA",other,senior,54.7,moderate,6,0,0,2,"['Python', 'Machine Learning']",Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Scientist,"Tekvalley, Corp.","San Francisco, CA",data scientist,mid,54.6,moderate,5,0,0,4,"['Python', 'SQL', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Company rating is relatively strong, which can be a positive quality signal."
Weapons and Sensors Engineer/Scientist – Entry Level,Dynetics,"Huntsville, AL",other,junior,54.5,moderate,3,0,0,1,['Python'],Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Associate Environmental Scientist - Wildlife Biologist,QK,"Clovis, CA",other,junior,54.3,moderate,40,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Associate Environmental Scientist - Wildlife Biologist,QK,"Clovis, CA",other,junior,54.3,moderate,40,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Research Statistician- Data Scientist,Acuity Insurance,"Sheboygan, WI",data scientist,senior,54.1,moderate,5,0,0,2,"['Machine Learning', 'Statistics']","Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
